feature,parameter,sensitivity,abs_sensitivity,direction
DC shape_raw[8022],G_O,0.39438727366647175,0.39438727366647175,positive
DC shape_raw[8022],scaling_OOH_OH,-0.8211878174349712,0.8211878174349712,negative
DC shape_raw[8022],E0_pre,-4.743145405530273e-05,4.743145405530273e-05,negative
DC shape_raw[8022],Cdl,-0.012726300604572674,0.012726300604572674,negative
DC shape_raw[8022],Ru,-0.03578164293094361,0.03578164293094361,negative
DC shape_raw[8022],A,0.04215987776820073,0.04215987776820073,positive
DC shape_raw[8023],k0_1,-4.142000848020587e-06,4.142000848020587e-06,negative
DC shape_raw[8023],k0_2,0.00029351427432908753,0.00029351427432908753,positive
DC shape_raw[8023],k0_3,0.0960552548374425,0.0960552548374425,positive
DC shape_raw[8023],k0_4,2.5679418114878303e-08,2.5679418114878303e-08,positive
DC shape_raw[8023],k0_pre,3.097507292153394e-06,3.097507292153394e-06,positive
DC shape_raw[8023],gamma,0.09630477067539879,0.09630477067539879,positive
DC shape_raw[8023],G_OH,-0.3906048800568599,0.3906048800568599,negative
DC shape_raw[8023],G_O,0.39056532958860324,0.39056532958860324,positive
DC shape_raw[8023],scaling_OOH_OH,-0.8129923385912987,0.8129923385912987,negative
DC shape_raw[8023],E0_pre,-3.1348429467666323e-05,3.1348429467666323e-05,negative
DC shape_raw[8023],Cdl,-0.0003167931649840852,0.0003167931649840852,negative
DC shape_raw[8023],Ru,-0.035433366461269294,0.035433366461269294,negative
DC shape_raw[8023],A,0.04175159710491512,0.04175159710491512,positive
DC shape_raw[8024],k0_1,-6.807101685138857e-06,6.807101685138857e-06,negative
DC shape_raw[8024],k0_2,0.0002906000885506609,0.0002906000885506609,positive
DC shape_raw[8024],k0_3,0.09508923876659897,0.09508923876659897,positive
DC shape_raw[8024],k0_4,2.2589861846595955e-08,2.2589861846595955e-08,positive
DC shape_raw[8024],k0_pre,3.2066935736026644e-06,3.2066935736026644e-06,positive
DC shape_raw[8024],gamma,0.09534034361228935,0.09534034361228935,positive
DC shape_raw[8024],G_OH,-0.3867831648288915,0.3867831648288915,negative
DC shape_raw[8024],G_O,0.3867492886927004,0.3867492886927004,positive
DC shape_raw[8024],scaling_OOH_OH,-0.8048138055583434,0.8048138055583434,negative
DC shape_raw[8024],E0_pre,-1.4952920974946691e-05,1.4952920974946691e-05,negative
DC shape_raw[8024],Cdl,0.012116963292143951,0.012116963292143951,positive
DC shape_raw[8024],Ru,-0.03508564406391983,0.03508564406391983,negative
DC shape_raw[8024],A,0.04134440384983499,0.04134440384983499,positive
DC shape_raw[8025],k0_1,-9.407480781569635e-06,9.407480781569635e-06,negative
DC shape_raw[8025],k0_2,0.0002876911532059386,0.0002876911532059386,positive
DC shape_raw[8025],k0_3,0.09412529872178237,0.09412529872178237,positive
DC shape_raw[8025],k0_4,1.9657576768818567e-08,1.9657576768818567e-08,positive
DC shape_raw[8025],k0_pre,3.284790849026821e-06,3.284790849026821e-06,positive
DC shape_raw[8025],gamma,0.09437817937696984,0.09437817937696984,positive
DC shape_raw[8025],G_OH,-0.38296733377639947,0.38296733377639947,negative
DC shape_raw[8025],G_O,0.3829394635217852,0.3829394635217852,positive
DC shape_raw[8025],scaling_OOH_OH,-0.7966528767403959,0.7966528767403959,negative
DC shape_raw[8025],E0_pre,1.5960980352114273e-06,1.5960980352114273e-06,positive
DC shape_raw[8025],Cdl,0.024455697821337427,0.024455697821337427,positive
DC shape_raw[8025],Ru,-0.03473850689347251,0.03473850689347251,negative
DC shape_raw[8025],A,0.04093820746079612,0.04093820746079612,positive
DC shape_raw[8026],k0_1,-1.191790530154173e-05,1.191790530154173e-05,negative
DC shape_raw[8026],k0_2,0.000284787732996396,0.000284787732996396,positive
DC shape_raw[8026],k0_3,0.09316351087895616,0.09316351087895616,positive
DC shape_raw[8026],k0_4,1.6892403244054246e-08,1.6892403244054246e-08,positive
DC shape_raw[8026],k0_pre,3.3310352379117443e-06,3.3310352379117443e-06,positive
DC shape_raw[8026],gamma,0.0934183110200977,0.0934183110200977,positive
DC shape_raw[8026],G_OH,-0.37915775067537233,0.37915775067537233,negative
DC shape_raw[8026],G_O,0.37913615964322167,0.37913615964322167,positive
DC shape_raw[8026],scaling_OOH_OH,-0.7885101969931483,0.7885101969931483,negative
DC shape_raw[8026],E0_pre,1.81380590189316e-05,1.81380590189316e-05,positive
DC shape_raw[8026],Cdl,0.03658100087546719,0.03658100087546719,positive
DC shape_raw[8026],Ru,-0.03439198555631264,0.03439198555631264,negative
DC shape_raw[8026],A,0.04053291568938078,0.04053291568938078,positive
DC shape_raw[8027],k0_1,-1.4313996757730937e-05,1.4313996757730937e-05,negative
DC shape_raw[8027],k0_2,0.00028189008992391193,0.00028189008992391193,positive
DC shape_raw[8027],k0_3,0.09220394961610459,0.09220394961610459,positive
DC shape_raw[8027],k0_4,1.4302593975554651e-08,1.4302593975554651e-08,positive
DC shape_raw[8027],k0_pre,3.344972257993207e-06,3.344972257993207e-06,positive
DC shape_raw[8027],gamma,0.09246076841840407,0.09246076841840407,positive
DC shape_raw[8027],G_OH,-0.37535477435404296,0.37535477435404296,negative
DC shape_raw[8027],G_O,0.37533967500786775,0.37533967500786775,positive
DC shape_raw[8027],scaling_OOH_OH,-0.7803863960617007,0.7803863960617007,negative
DC shape_raw[8027],E0_pre,3.451235591890775e-05,3.451235591890775e-05,positive
DC shape_raw[8027],Cdl,0.04837647000853339,0.04837647000853339,positive
DC shape_raw[8027],Ru,-0.034046110022151396,0.034046110022151396,negative
DC shape_raw[8027],A,0.040128435716766345,0.040128435716766345,positive
DC shape_raw[8028],k0_1,-1.6572467786296955e-05,1.6572467786296955e-05,negative
DC shape_raw[8028],k0_2,0.0002789984824761068,0.0002789984824761068,positive
DC shape_raw[8028],k0_3,0.09124668734456758,0.09124668734456758,positive
DC shape_raw[8028],k0_4,1.1894798519962112e-08,1.1894798519962112e-08,positive
DC shape_raw[8028],k0_pre,3.326461273416504e-06,3.326461273416504e-06,positive
DC shape_raw[8028],gamma,0.0915055785392152,0.0915055785392152,positive
DC shape_raw[8028],G_OH,-0.3715587575310489,0.3715587575310489,negative
DC shape_raw[8028],G_O,0.37155029937794515,0.37155029937794515,positive
DC shape_raw[8028],scaling_OOH_OH,-0.7722820871508322,0.7722820871508322,negative
DC shape_raw[8028],E0_pre,5.055990426799709e-05,5.055990426799709e-05,positive
DC shape_raw[8028],Cdl,0.05972883593580164,0.05972883593580164,positive
DC shape_raw[8028],Ru,-0.033700909541225996,0.033700909541225996,negative
DC shape_raw[8028],A,0.03972467529512052,0.03972467529512052,positive
DC shape_raw[8029],k0_1,-1.8671348509759227e-05,1.8671348509759227e-05,negative
DC shape_raw[8029],k0_2,0.0002761131648337464,0.0002761131648337464,positive
DC shape_raw[8029],k0_3,0.09029179435782494,0.09029179435782494,positive
DC shape_raw[8029],k0_4,9.674058490341904e-09,9.674058490341904e-09,positive
DC shape_raw[8029],k0_pre,3.2756768891464395e-06,3.2756768891464395e-06,positive
DC shape_raw[8029],gamma,0.09055276573183298,0.09055276573183298,positive
DC shape_raw[8029],G_OH,-0.3677700457078688,0.3677700457078688,negative
DC shape_raw[8029],G_O,0.36776831382952446,0.36776831382952446,positive
DC shape_raw[8029],scaling_OOH_OH,-0.7641978656418646,0.7641978656418646,negative
DC shape_raw[8029],E0_pre,6.612468656206406e-05,6.612468656206406e-05,positive
DC shape_raw[8029],Cdl,0.07052905942899848,0.07052905942899848,positive
DC shape_raw[8029],Ru,-0.03335641256801838,0.03335641256801838,negative
DC shape_raw[8029],A,0.0393215438834999,0.0393215438834999,positive
DC shape_raw[8030],k0_1,-2.0590200299746256e-05,2.0590200299746256e-05,negative
DC shape_raw[8030],k0_2,0.0002732343861200848,0.0002732343861200848,positive
DC shape_raw[8030],k0_3,0.08933933869924397,0.08933933869924397,positive
DC shape_raw[8030],k0_4,7.643814408993266e-09,7.643814408993266e-09,positive
DC shape_raw[8030],k0_pre,3.193107288338317e-06,3.193107288338317e-06,positive
DC shape_raw[8030],gamma,0.089602352043006,0.089602352043006,positive
DC shape_raw[8030],G_OH,-0.3639889761267113,0.3639889761267113,negative
DC shape_raw[8030],G_O,0.36399399033485247,0.36399399033485247,positive
DC shape_raw[8030],scaling_OOH_OH,-0.7561343079689927,0.7561343079689927,negative
DC shape_raw[8030],E0_pre,8.10552688955612e-05,8.10552688955612e-05,positive
DC shape_raw[8030],Cdl,0.08067338733760406,0.08067338733760406,positive
DC shape_raw[8030],Ru,-0.03301264669226994,0.03301264669226994,negative
DC shape_raw[8030],A,0.038918953767200344,0.038918953767200344,positive
DC shape_raw[8031],k0_1,-2.231031484964801e-05,2.231031484964801e-05,negative
DC shape_raw[8031],k0_2,0.0002703623896872129,0.0002703623896872129,positive
DC shape_raw[8031],k0_3,0.08838938605014895,0.08838938605014895,positive
DC shape_raw[8031],k0_4,5.80592982934419e-09,5.80592982934419e-09,positive
DC shape_raw[8031],k0_pre,3.079549518700411e-06,3.079549518700411e-06,positive
DC shape_raw[8031],gamma,0.08865435755349747,0.08865435755349747,positive
DC shape_raw[8031],G_OH,-0.3602158768043794,0.3602158768043794,negative
DC shape_raw[8031],G_O,0.3602275914290658,0.3602275914290658,positive
DC shape_raw[8031],scaling_OOH_OH,-0.7480919706666053,0.7480919706666053,negative
DC shape_raw[8031],E0_pre,9.520627417198889e-05,9.520627417198889e-05,positive
DC shape_raw[8031],Cdl,0.0900643581859152,0.0900643581859152,positive
DC shape_raw[8031],Ru,-0.03266963857800344,0.03266963857800344,negative
DC shape_raw[8031],A,0.03851682114979352,0.03851682114979352,positive
DC shape_raw[8032],k0_1,-2.3814896626186406e-05,2.3814896626186406e-05,negative
DC shape_raw[8032],k0_2,0.0002674974124596959,0.0002674974124596959,positive
DC shape_raw[8032],k0_3,0.08744199963937244,0.08744199963937244,positive
DC shape_raw[8032],k0_4,4.160723407106969e-09,4.160723407106969e-09,positive
DC shape_raw[8032],k0_pre,2.9361017836297944e-06,2.9361017836297944e-06,positive
DC shape_raw[8032],gamma,0.08770880073255041,0.08770880073255041,positive
DC shape_raw[8032],G_OH,-0.3564510656520403,0.3564510656520403,negative
DC shape_raw[8032],G_O,0.35646936996500056,0.35646936996500056,positive
DC shape_raw[8032],scaling_OOH_OH,-0.7400713895974604,0.7400713895974604,negative
DC shape_raw[8032],E0_pre,0.00010843979748462482,0.00010843979748462482,positive
DC shape_raw[8032],Cdl,0.09861174705731818,0.09861174705731818,positive
DC shape_raw[8032],Ru,-0.032327413911188096,0.032327413911188096,negative
DC shape_raw[8032],A,0.03811506720720437,0.03811506720720437,positive
DC shape_raw[8033],k0_1,-2.5089226915157745e-05,2.5089226915157745e-05,negative
DC shape_raw[8033],k0_2,0.00026463968432823676,0.00026463968432823676,positive
DC shape_raw[8033],k0_3,0.08649724017525381,0.08649724017525381,positive
DC shape_raw[8033],k0_4,2.7070191999110696e-09,2.7070191999110696e-09,positive
DC shape_raw[8033],k0_pre,2.764152799659777e-06,2.764152799659777e-06,positive
DC shape_raw[8033],gamma,0.08676569880689684,0.08676569880689684,positive
DC shape_raw[8033],G_OH,-0.35269484968991516,0.35269484968991516,negative
DC shape_raw[8033],G_O,0.352719568959036,0.352719568959036,positive
DC shape_raw[8033],scaling_OOH_OH,-0.7320730793699407,0.7320730793699407,negative
DC shape_raw[8033],E0_pre,0.00012062674996989662,0.00012062674996989662,positive
DC shape_raw[8033],Cdl,0.10623344100040201,0.10623344100040201,positive
DC shape_raw[8033],Ru,-0.03198599735660587,0.03198599735660587,negative
DC shape_raw[8033],A,0.03771361909360221,0.03771361909360221,positive
DC shape_raw[8034],k0_1,-2.6120807861626842e-05,2.6120807861626842e-05,negative
DC shape_raw[8034],k0_2,0.00026178942761118226,0.00026178942761118226,positive
DC shape_raw[8034],k0_3,0.08555516580083754,0.08555516580083754,positive
DC shape_raw[8034],k0_4,1.4422012156788274e-09,1.4422012156788274e-09,positive
DC shape_raw[8034],k0_pre,2.5653683375390647e-06,2.5653683375390647e-06,positive
DC shape_raw[8034],gamma,0.08582506814081098,0.08582506814081098,positive
DC shape_raw[8034],G_OH,-0.3489475243651099,0.3489475243651099,negative
DC shape_raw[8034],G_O,0.34897842153003295,0.34897842153003295,positive
DC shape_raw[8034],scaling_OOH_OH,-0.7240975329508019,0.7240975329508019,negative
DC shape_raw[8034],E0_pre,0.00013164811794858866,0.00013164811794858866,positive
DC shape_raw[8034],Cdl,0.11285623621957917,0.11285623621957917,positive
DC shape_raw[8034],Ru,-0.03164541252438822,0.03164541252438822,negative
DC shape_raw[8034],A,0.03731241088941947,0.03731241088941947,positive
DC shape_raw[8035],k0_1,-2.6899485097827912e-05,2.6899485097827912e-05,negative
DC shape_raw[8035],k0_2,0.00025894685658291264,0.00025894685658291264,positive
DC shape_raw[8035],k0_3,0.08461583207280478,0.08461583207280478,positive
DC shape_raw[8035],k0_4,3.6228427069136186e-10,3.6228427069136186e-10,positive
DC shape_raw[8035],k0_pre,2.34167506590745e-06,2.34167506590745e-06,positive
DC shape_raw[8035],gamma,0.08488692462360574,0.08488692462360574,positive
DC shape_raw[8035],G_OH,-0.3452093729798227,0.3452093729798227,negative
DC shape_raw[8035],G_O,0.34524615093255745,0.34524615093255745,positive
DC shape_raw[8035],scaling_OOH_OH,-0.7161452214780525,0.7161452214780525,negative
DC shape_raw[8035],E0_pre,0.0001413961251740121,0.0001413961251740121,positive
DC shape_raw[8035],Cdl,0.11841654930342164,0.11841654930342164,positive
DC shape_raw[8035],Ru,-0.03130568194660289,0.03130568194660289,negative
DC shape_raw[8035],A,0.036911384482229304,0.036911384482229304,positive
DC shape_raw[8036],k0_1,-2.7417547748565687e-05,2.7417547748565687e-05,negative
DC shape_raw[8036],k0_2,0.00025611217707528186,0.00025611217707528186,positive
DC shape_raw[8036],k0_3,0.08367929196445376,0.08367929196445376,positive
DC shape_raw[8036],k0_4,-5.380062436911834e-10,5.380062436911834e-10,negative
DC shape_raw[8036],k0_pre,2.0952418616243264e-06,2.0952418616243264e-06,positive
DC shape_raw[8036],gamma,0.08395128406090444,0.08395128406090444,positive
DC shape_raw[8036],G_OH,-0.34148066623605,0.34148066623605,negative
DC shape_raw[8036],G_O,0.3415229706846923,0.3415229706846923,positive
DC shape_raw[8036],scaling_OOH_OH,-0.7082165942766454,0.7082165942766454,negative
DC shape_raw[8036],E0_pre,0.00014977528674408512,0.00014977528674408512,positive
DC shape_raw[8036],Cdl,0.12286103565970612,0.12286103565970612,positive
DC shape_raw[8036],Ru,-0.03096682706417408,0.03096682706417408,negative
DC shape_raw[8036],A,0.036510490371970725,0.036510490371970725,positive
DC shape_raw[8037],k0_1,-2.766980483786536e-05,2.766980483786536e-05,negative
DC shape_raw[8037],k0_2,0.00025328558615937333,0.00025328558615937333,positive
DC shape_raw[8037],k0_3,0.08274559589280459,0.08274559589280459,positive
DC shape_raw[8037],k0_4,-1.265149386173029e-09,1.265149386173029e-09,negative
DC shape_raw[8037],k0_pre,1.8284587617708167e-06,1.8284587617708167e-06,positive
DC shape_raw[8037],gamma,0.08301816256598998,0.08301816256598998,positive
DC shape_raw[8037],G_OH,-0.337761661901883,0.337761661901883,negative
DC shape_raw[8037],G_O,0.33780908478982646,0.33780908478982646,positive
DC shape_raw[8037],scaling_OOH_OH,-0.7003120790777679,0.7003120790777679,negative
DC shape_raw[8037],E0_pre,0.0001567033444700623,0.0001567033444700623,positive
DC shape_raw[8037],Cdl,0.1261471089896382,0.1261471089896382,positive
DC shape_raw[8037],Ru,-0.030628868224320795,0.030628868224320795,negative
DC shape_raw[8037],A,0.03610968839270224,0.03610968839270224,positive
DC shape_raw[8038],k0_1,-2.7653637335249908e-05,2.7653637335249908e-05,negative
DC shape_raw[8038],k0_2,0.0002504672719063367,0.0002504672719063367,positive
DC shape_raw[8038],k0_3,0.08181479176968381,0.08181479176968381,positive
DC shape_raw[8038],k0_4,-1.826728203313249e-09,1.826728203313249e-09,negative
DC shape_raw[8038],k0_pre,1.543913770447942e-06,1.543913770447942e-06,positive
DC shape_raw[8038],gamma,0.08208757694752142,0.08208757694752142,positive
DC shape_raw[8038],G_OH,-0.33405260460328495,0.33405260460328495,negative
DC shape_raw[8038],G_O,0.33410468805091503,0.33410468805091503,positive
DC shape_raw[8038],scaling_OOH_OH,-0.6924320824405769,0.6924320824405769,negative
DC shape_raw[8038],E0_pre,0.00016211207442434801,0.00016211207442434801,positive
DC shape_raw[8038],Cdl,0.12824335690461083,0.12824335690461083,positive
DC shape_raw[8038],Ru,-0.030291824688596303,0.030291824688596303,negative
DC shape_raw[8038],A,0.03570894834385073,0.03570894834385073,positive
DC shape_raw[8039],k0_1,-2.7369025317953038e-05,2.7369025317953038e-05,negative
DC shape_raw[8039],k0_2,0.00024765741323155485,0.00024765741323155485,positive
DC shape_raw[8039],k0_3,0.0808869250764102,0.0808869250764102,positive
DC shape_raw[8039],k0_4,-2.231330500822244e-09,2.231330500822244e-09,negative
DC shape_raw[8039],k0_pre,1.2443677321226914e-06,1.2443677321226914e-06,positive
DC shape_raw[8039],gamma,0.08115954508996229,0.08115954508996229,positive
DC shape_raw[8039],G_OH,-0.3303537257439615,0.3303537257439615,negative
DC shape_raw[8039],G_O,0.33040996647480186,0.33040996647480186,positive
DC shape_raw[8039],scaling_OOH_OH,-0.6845769903732591,0.6845769903732591,negative
DC shape_raw[8039],E0_pre,0.00016594795885975925,0.00016594795885975925,positive
DC shape_raw[8039],Cdl,0.12912984842429417,0.12912984842429417,positive
DC shape_raw[8039],Ru,-0.02995571465150989,0.02995571465150989,negative
DC shape_raw[8039],A,0.035308250524855964,0.035308250524855964,positive
DC shape_raw[8040],k0_1,-2.681854997755928e-05,2.681854997755928e-05,negative
DC shape_raw[8040],k0_2,0.0002448561798306388,0.0002448561798306388,positive
DC shape_raw[8040],k0_3,0.07996203896147286,0.07996203896147286,positive
DC shape_raw[8040],k0_4,-2.4884367315735017e-09,2.4884367315735017e-09,negative
DC shape_raw[8040],k0_pre,9.327275308323574e-07,9.327275308323574e-07,positive
DC shape_raw[8040],gamma,0.08023408632311452,0.08023408632311452,positive
DC shape_raw[8040],G_OH,-0.3266652435548232,0.3266652435548232,negative
DC shape_raw[8040],G_O,0.3267250977633159,0.3267250977633159,positive
DC shape_raw[8040],scaling_OOH_OH,-0.6767471691483646,0.6767471691483646,negative
DC shape_raw[8040],E0_pre,0.00016817271581988748,0.00016817271581988748,positive
DC shape_raw[8040],Cdl,0.12879833030967133,0.12879833030967133,positive
DC shape_raw[8040],Ru,-0.029620555269608384,0.029620555269608384,negative
DC shape_raw[8040],A,0.03490758616796894,0.03490758616796894,positive
DC shape_raw[8041],k0_1,-2.6007370420497583e-05,2.6007370420497583e-05,negative
DC shape_raw[8041],k0_2,0.00024206373219422977,0.00024206373219422977,positive
DC shape_raw[8041],k0_3,0.07904017436036886,0.07904017436036886,positive
DC shape_raw[8041],k0_4,-2.608307883615355e-09,2.608307883615355e-09,negative
DC shape_raw[8041],k0_pre,6.120178616742267e-07,6.120178616742267e-07,positive
DC shape_raw[8041],gamma,0.07931122177727519,0.07931122177727519,positive
DC shape_raw[8041],G_OH,-0.3229873632731389,0.3229873632731389,negative
DC shape_raw[8041],G_O,0.323050251886999,0.323050251886999,positive
DC shape_raw[8041],scaling_OOH_OH,-0.66894296630554,0.66894296630554,negative
DC shape_raw[8041],E0_pre,0.00016876368118102903,0.00016876368118102903,positive
DC shape_raw[8041],Cdl,0.12725231067044768,0.12725231067044768,positive
DC shape_raw[8041],Ru,-0.029286362700790974,0.029286362700790974,negative
DC shape_raw[8041],A,0.03450695776501457,0.03450695776501457,positive
DC shape_raw[8042],k0_1,-2.4943175484556494e-05,2.4943175484556494e-05,negative
DC shape_raw[8042],k0_2,0.00023928022171846615,0.00023928022171846615,positive
DC shape_raw[8042],k0_3,0.078121370136557,0.078121370136557,positive
DC shape_raw[8042],k0_4,-2.601865418921966e-09,2.601865418921966e-09,negative
DC shape_raw[8042],k0_pre,2.8535186020578546e-07,2.8535186020578546e-07,positive
DC shape_raw[8042],gamma,0.0783909747206512,0.0783909747206512,positive
DC shape_raw[8042],G_OH,-0.31932027745025654,0.31932027745025654,negative
DC shape_raw[8042],G_O,0.3193855917364965,0.3193855917364965,positive
DC shape_raw[8042],scaling_OOH_OH,-0.6611647118328239,0.6611647118328239,negative
DC shape_raw[8042],E0_pre,0.00016771403938290537,0.00016771403938290537,positive
DC shape_raw[8042],Cdl,0.12450702822084865,0.12450702822084865,positive
DC shape_raw[8042],Ru,-0.028953152153532974,0.028953152153532974,negative
DC shape_raw[8042],A,0.03410637928490977,0.03410637928490977,positive
DC shape_raw[8043],k0_1,-2.3636111008219095e-05,2.3636111008219095e-05,negative
DC shape_raw[8043],k0_2,0.0002365057908979592,0.0002365057908979592,positive
DC shape_raw[8043],k0_3,0.07720566324226887,0.07720566324226887,positive
DC shape_raw[8043],k0_4,-2.4805718974254045e-09,2.4805718974254045e-09,negative
DC shape_raw[8043],k0_pre,-4.40991373656243e-08,4.40991373656243e-08,negative
DC shape_raw[8043],gamma,0.0774733708758507,0.0774733708758507,positive
DC shape_raw[8043],G_OH,-0.31566416638551703,0.31566416638551703,negative
DC shape_raw[8043],G_O,0.3157312738458533,0.3157312738458533,positive
DC shape_raw[8043],scaling_OOH_OH,-0.6534127195160417,0.6534127195160417,negative
DC shape_raw[8043],E0_pre,0.00016503290045311684,0.00016503290045311684,positive
DC shape_raw[8043],Cdl,0.12058930851075955,0.12058930851075955,positive
DC shape_raw[8043],Ru,-0.02862093794559111,0.02862093794559111,negative
DC shape_raw[8043],A,0.033705876279808,0.033705876279808,positive
DC shape_raw[8044],k0_1,-2.2098683245499858e-05,2.2098683245499858e-05,negative
DC shape_raw[8044],k0_2,0.00023374057360387975,0.00023374057360387975,positive
DC shape_raw[8044],k0_3,0.0762930888977174,0.0762930888977174,positive
DC shape_raw[8044],k0_4,-2.2563091340357684e-09,2.2563091340357684e-09,negative
DC shape_raw[8044],k0_pre,-3.7313639633482087e-07,3.7313639633482087e-07,negative
DC shape_raw[8044],gamma,0.07655843871245567,0.07655843871245567,positive
DC shape_raw[8044],G_OH,-0.3120191986826549,0.3120191986826549,negative
DC shape_raw[8044],G_O,0.3120874491812466,0.3120874491812466,positive
DC shape_raw[8044],scaling_OOH_OH,-0.645687288444067,0.645687288444067,negative
DC shape_raw[8044],E0_pre,0.00016074522248471807,0.00016074522248471807,positive
DC shape_raw[8044],Cdl,0.115537307178931,0.115537307178931,positive
DC shape_raw[8044],Ru,-0.028289733571671645,0.028289733571671645,negative
DC shape_raw[8044],A,0.033305485878819194,0.033305485878819194,positive
DC shape_raw[8045],k0_1,-2.0345639344971244e-05,2.0345639344971244e-05,negative
DC shape_raw[8045],k0_2,0.00023098469544935018,0.00023098469544935018,positive
DC shape_raw[8045],k0_3,0.07538368078707437,0.07538368078707437,positive
DC shape_raw[8045],k0_4,-1.9412534774806683e-09,1.9412534774806683e-09,negative
DC shape_raw[8045],k0_pre,-6.985648600373516e-07,6.985648600373516e-07,negative
DC shape_raw[8045],gamma,0.07564620971290836,0.07564620971290836,positive
DC shape_raw[8045],G_OH,-0.30838553192382295,0.30838553192382295,negative
DC shape_raw[8045],G_O,0.30845426398796566,0.30845426398796566,positive
DC shape_raw[8045],scaling_OOH_OH,-0.6379887046561906,0.6379887046561906,negative
DC shape_raw[8045],E0_pre,0.0001548915802065107,0.0001548915802065107,positive
DC shape_raw[8045],Cdl,0.10940014388204414,0.10940014388204414,positive
DC shape_raw[8045],Ru,-0.027959551779447787,0.027959551779447787,negative
DC shape_raw[8045],A,0.03290525666931782,0.03290525666931782,positive
DC shape_raw[8046],k0_1,-1.8393826033973093e-05,1.8393826033973093e-05,negative
DC shape_raw[8046],k0_2,0.00022823827423241013,0.00022823827423241013,positive
DC shape_raw[8046],k0_3,0.07447747126939347,0.07447747126939347,positive
DC shape_raw[8046],k0_4,-1.5477568455059737e-09,1.5477568455059737e-09,negative
DC shape_raw[8046],k0_pre,-1.0172241914387255e-06,1.0172241914387255e-06,negative
DC shape_raw[8046],gamma,0.07473671860919891,0.07473671860919891,positive
DC shape_raw[8046],G_OH,-0.30476331345514,0.30476331345514,negative
DC shape_raw[8046],G_O,0.3048318606878663,0.3048318606878663,positive
DC shape_raw[8046],scaling_OOH_OH,-0.6303172429163777,0.6303172429163777,negative
DC shape_raw[8046],E0_pre,0.00014752778182296317,0.00014752778182296317,positive
DC shape_raw[8046],Cdl,0.1022374295535427,0.1022374295535427,positive
DC shape_raw[8046],Ru,-0.027630404653231768,0.027630404653231768,negative
DC shape_raw[8046],A,0.03250524846695377,0.03250524846695377,positive
DC shape_raw[8047],k0_1,-1.6262027861434962e-05,1.6262027861434962e-05,negative
DC shape_raw[8047],k0_2,0.00022550142045429464,0.00022550142045429464,positive
DC shape_raw[8047],k0_3,0.0735744916025224,0.0735744916025224,positive
DC shape_raw[8047],k0_4,-1.0882239910304958e-09,1.0882239910304958e-09,negative
DC shape_raw[8047],k0_pre,-1.3260194825678967e-06,1.3260194825678967e-06,negative
DC shape_raw[8047],gamma,0.0738300035881068,0.0738300035881068,positive
DC shape_raw[8047],G_OH,-0.30115268127651257,0.30115268127651257,negative
DC shape_raw[8047],G_O,0.3012203788189603,0.3012203788189603,positive
DC shape_raw[8047],scaling_OOH_OH,-0.6226731685978711,0.6226731685978711,negative
DC shape_raw[8047],E0_pre,0.00013872433766266308,0.00013872433766266308,positive
DC shape_raw[8047],Cdl,0.09411869201970305,0.09411869201970305,positive
DC shape_raw[8047],Ru,-0.027302303704521594,0.027302303704521594,negative
DC shape_raw[8047],A,0.03210553197658863,0.03210553197658863,positive
DC shape_raw[8048],k0_1,-1.397078655236401e-05,1.397078655236401e-05,negative
DC shape_raw[8048],k0_2,0.00022277423791350426,0.00022277423791350426,positive
DC shape_raw[8048],k0_3,0.07267477217789288,0.07267477217789288,positive
DC shape_raw[8048],k0_4,-5.749975119771202e-10,5.749975119771202e-10,negative
DC shape_raw[8048],k0_pre,-1.6219513303398395e-06,1.6219513303398395e-06,negative
DC shape_raw[8048],gamma,0.0729261064630522,0.0729261064630522,positive
DC shape_raw[8048],G_OH,-0.2975537650274568,0.2975537650274568,negative
DC shape_raw[8048],G_O,0.29761995600834146,0.29761995600834146,positive
DC shape_raw[8048],scaling_OOH_OH,-0.6150567396604457,0.6150567396604457,negative
DC shape_raw[8048],E0_pre,0.000128565785773769,0.000128565785773769,positive
DC shape_raw[8048],Cdl,0.08512270513591227,0.08512270513591227,positive
DC shape_raw[8048],Ru,-0.02697525996857571,0.02697525996857571,negative
DC shape_raw[8048],A,0.03170618834737954,0.03170618834737954,positive
DC shape_raw[8049],k0_1,-1.154220321056921e-05,1.154220321056921e-05,negative
DC shape_raw[8049],k0_2,0.00022005682436223586,0.00022005682436223586,positive
DC shape_raw[8049],k0_3,0.07177834276397455,0.07177834276397455,positive
DC shape_raw[8049],k0_4,-2.0242861103941557e-11,2.0242861103941557e-11,negative
DC shape_raw[8049],k0_pre,-1.9021449911547409e-06,1.9021449911547409e-06,negative
DC shape_raw[8049],gamma,0.0720250728109127,0.0720250728109127,positive
DC shape_raw[8049],G_OH,-0.2939666870595634,0.2939666870595634,negative
DC shape_raw[8049],G_O,0.2940307289692226,0.2940307289692226,positive
DC shape_raw[8049],scaling_OOH_OH,-0.6074682087016172,0.6074682087016172,negative
DC shape_raw[8049],E0_pre,0.00011714988085042522,0.00011714988085042522,positive
DC shape_raw[8049],Cdl,0.07533672819005859,0.07533672819005859,positive
DC shape_raw[8049],Ru,-0.026649284106098434,0.026649284106098434,negative
DC shape_raw[8049],A,0.031307308626262485,0.031307308626262485,positive
DC shape_raw[8050],k0_1,-8.999725274086663e-06,8.999725274086663e-06,negative
